id|party|title|text_url|entry_date|publication_date|dar_ref|authors|number_authors
568/R/XV/1|BE|Recomenda ao Governo que proceda ao reforço do orçamento da agência Lusa como garantia do aumento salarial dos seus trabalhadores|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338324f4745334d7a686b4e6931694d6a63774c54526d4d7a517459574e6d5969316a4d5759325a6a4a6b4f544d795a5455755a47396a&fich=68a738d6-b270-4f34-acfb-c1f6f2d932e5.doc&Inline=true|2023-03-24|2023-04-01|57-57/109/I série/XV/1|JOANA MORTÁGUA, PEDRO FILIPE SOARES, MARIANA MORTÁGUA, CATARINA MARTINS, ISABEL PIRES|5
567/R/XV/1|CH|Recomenda ao Governo que identifique o património imobiliário habitacional do Estado que está a ser indevidamente utilizado, alvo de fraude ou a necessitar de obras de reabilitação|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338324e5463795a5449324e4330784d5463354c5451305a4749744f5755344e79307a4e6d466d4d44597759546b77597a41755a47396a65413d3d&fich=6572e264-1179-44db-9e87-36af060a90c0.docx&Inline=true|2023-03-24|2023-03-24|22-23/191/II-A/XV/1|ANDRÉ VENTURA, BRUNO NUNES, DIOGO PACHECO DE AMORIM, FILIPE MELO, GABRIEL MITHÁ RIBEIRO, JORGE GALVEIAS, PEDRO DOS SANTOS FRAZÃO, PEDRO PESSANHA, PEDRO PINTO, RITA MATIAS, RUI AFONSO, RUI PAULO SOUSA|12
566/R/XV/1|PAN|Recomenda a criação de um grupo de trabalho com vista à regulamentação da Inteligência Artificial|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953387a595455774f444e6b5953307a5a4759774c5451335a5455744f544d795a53316b4d474d784d5745304f54686d597a41755a47396a65413d3d&fich=3a5083da-3df0-47e5-932e-d0c11a498fc0.docx&Inline=true|2023-03-23|2023-03-23|6-7/190/II-A/XV/1|INÊS DE SOUSA REAL|1
565/R/XV/1|CH|Recomenda ao Governo o alargamento dos beneficiários elegíveis e alteração das condições de acesso à Linha de Crédito para a Descarbonização e Economia Circular|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c3259533969596a426c4e44646c4e5330325a6d4a684c545268597a5574596d51334f4330794e32497a4f57497a4e7a4d354e5463755a47396a65413d3d&fich=bb0e47e5-6fba-4ac5-bd78-27b39b373957.docx&Inline=true|2023-03-22|2023-03-22|189/II-A/XV/1|ANDRÉ VENTURA, BRUNO NUNES, DIOGO PACHECO DE AMORIM, FILIPE MELO, GABRIEL MITHÁ RIBEIRO, JORGE GALVEIAS, PEDRO DOS SANTOS FRAZÃO, PEDRO PESSANHA, PEDRO PINTO, RITA MATIAS, RUI AFONSO, RUI PAULO SOUSA|12
564/R/XV/1|PSD|Agenda de ação para a água em Portugal|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338795a6a4935596d51304d69316b4e44466d4c5451315a4749744f5745345a69307a596a526d5a57566b4d6d45324e6d51755a47396a65413d3d&fich=2f29bd42-d41f-45db-9a8f-3b4feed2a66d.docx&Inline=true|2023-03-22|2023-03-22|67-68/189/II-A/XV/1|HUGO PATRÍCIO OLIVEIRA, BRUNO COIMBRA, HUGO MARTINS DE CARVALHO, ALEXANDRE SIMÕES, CARLOS CAÇÃO, CLÁUDIA ANDRÉ, JORGE SALGUEIRO MENDES, JOÃO MARQUES, ALEXANDRE POÇO, ANTÓNIO PRÔA, ANTÓNIO TOPA GOMES, CLÁUDIA BENTO, RUI CRISTINA, JOÃO MOURA, PATRÍCIA DANTAS, PAULO RAMALHO|16
563/R/XV/1|L|Em condenação da invasão ilegal do Iraque, no seu vigésimo aniversário|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338344d6d526a4d6a45304d79316c4e7a466c4c5451774d7a597459574d795a433079596d55774f474d304d6a49784f5745755a47396a65413d3d&fich=82dc2143-e71e-4036-ac2d-2be08c42219a.docx&Inline=true|2023-03-22|2023-03-22|66-67/189/II-A/XV/1|RUI TAVARES|1
562/R/XV/1|L|Recomenda ao Governo que tome medidas decisivas no combate à inflação|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953387a5a475930597a646a4d6930315a6d4a6a4c54526a59324d74595441795969316a4e474a6a4d6d5977596a67785a6d49755a47396a65413d3d&fich=3df4c7c2-5fbc-4ccc-a02b-c4bc2f0b81fb.docx&Inline=true|2023-03-22|2023-04-22|47-47/117/I série/XV/1|RUI TAVARES|1
561/R/XV/1|PCP|Reforço da capacidade e competências do Laboratório Nacional do Medicamento|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396b597a4e6a4f5459314d53316d5a6a49334c5451324e4451745954526a595330324d3251305a444e6a59544a6b4e7a55755a47396a65413d3d&fich=dc3c9651-ff27-4644-a4ca-63d4d3ca2d75.docx&Inline=true|2023-03-22|2023-03-22|63-65/189/II-A/XV/1|JOÃO DIAS, PAULA SANTOS, ALMA RIVERA, BRUNO DIAS, DUARTE ALVES, MANUEL LOFF|6
560/R/XV/1|CH|Recomenda ao Governo que adote uma posição favorável à Energia Nuclear e apoie novos projetos nesta área|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396c4e54517a4e5451314f4330334d6d51344c54526a4e3251744f4759794d7931694e5451354e4449784d4745784f4455755a47396a65413d3d&fich=e5435458-72d8-4c7d-8f23-b5494210a185.docx&Inline=true|2023-03-22|2023-03-22|61-63/189/II-A/XV/1|ANDRÉ VENTURA, BRUNO NUNES, DIOGO PACHECO DE AMORIM, FILIPE MELO, GABRIEL MITHÁ RIBEIRO, JORGE GALVEIAS, PEDRO DOS SANTOS FRAZÃO, PEDRO PESSANHA, PEDRO PINTO, RITA MATIAS, RUI AFONSO, RUI PAULO SOUSA|12
559/R/XV/1|CH|Pela dinamização do programa Vale Eficiência, com vista ao combate à pobreza energética|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338355a47497959546b785a5330325a6d59304c5451775a544574595459314e5330334d4451344d6d5a6d5a5449304e5751755a47396a65413d3d&fich=9db2a91e-6ff4-40e1-a655-70482ffe245d.docx&Inline=true|2023-03-21|2023-03-21|24-26/188/II-A/XV/1|ANDRÉ VENTURA, BRUNO NUNES, DIOGO PACHECO DE AMORIM, FILIPE MELO, GABRIEL MITHÁ RIBEIRO, JORGE GALVEIAS, PEDRO DOS SANTOS FRAZÃO, PEDRO PESSANHA, PEDRO PINTO, RITA MATIAS, RUI AFONSO, RUI PAULO SOUSA|12
558/R/XV/1|CH|Recomenda ao Governo que reforce os meios de combate ao abandono de animais|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c3259533830596a45784d7a4d79595330775a575a6d4c5452684d6a6b744f4449314e533168597a49334d7a4531597a4a68597a4d755a47396a65413d3d&fich=4b11332a-0eff-4a29-8255-ac27315c2ac3.docx&Inline=true|2023-03-21|2023-03-21|22-24/188/II-A/XV/1|ANDRÉ VENTURA, BRUNO NUNES, DIOGO PACHECO DE AMORIM, FILIPE MELO, GABRIEL MITHÁ RIBEIRO, JORGE GALVEIAS, PEDRO DOS SANTOS FRAZÃO, PEDRO PESSANHA, PEDRO PINTO, RITA MATIAS, RUI AFONSO, RUI PAULO SOUSA|12
557/R/XV/1|CH|Recomenda ao Governo que garanta a publicação em tempo real dos dados sobre mortalidade e morbilidade em Portugal|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c3259533835597a4d784e6a566d5a5330324d6d4a684c5451774e6d5574596a5577597930774f4745324f54646d593255354f444d755a47396a65413d3d&fich=9c3165fe-62ba-406e-b50c-08a697fce983.docx&Inline=true|2023-03-21|2023-03-21|21-22/188/II-A/XV/1|ANDRÉ VENTURA, BRUNO NUNES, DIOGO PACHECO DE AMORIM, FILIPE MELO, GABRIEL MITHÁ RIBEIRO, JORGE GALVEIAS, PEDRO DOS SANTOS FRAZÃO, PEDRO PESSANHA, PEDRO PINTO, RITA MATIAS, RUI AFONSO, RUI PAULO SOUSA|12
556/R/XV/1|PS|Recomenda ao Governo que conclua o processo legislativo conducente à implementação da normativa comunitária de realização de inspeções técnicas a ciclomotores e motociclos|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396a59544d774e444d305a4331694e7a68684c545133596a4174596a4a695979307a4f545930596a55774d6d49304d6a49755a47396a65413d3d&fich=ca30434d-b78a-47b0-b2bc-3964b502b422.docx&Inline=true|2023-03-21|2023-03-21|20-21/188/II-A/XV/1|JOSÉ PEDRO FERREIRA, HUGO COSTA, HUGO CARVALHO, FÁTIMA CORREIA PINTO, ANDRÉ PINOTES BATISTA|5
555/R/XV/1|PSD|Recomenda ao Governo o reforço dos cuidados primários, regularização do número de profissionais e o alargamento do horário de funcionamento das Unidades de Saúde Familiar do concelho do Seixal|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338774e5751345932526d4f5330784f44637a4c5451325a6a5174596d4a694e693035596d51794f5749334e47517a4d6a4d755a47396a65413d3d&fich=05d8cdf9-1873-46f4-bbb6-9bd29b74d323.docx&Inline=true|2023-03-17|2023-03-17|26-27/187/II-A/XV/1|FERNANDA VELEZ, NUNO CARVALHO, FERNANDO NEGRÃO, PEDRO MELO LOPES, CLÁUDIA BENTO, FÁTIMA RAMOS, GUILHERME ALMEIDA, HUGO PATRÍCIO OLIVEIRA, PATRÍCIA DANTAS|9
554/R/XV/1|CH|Pela Regulamentação da profissão de Optometrista|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338345a544932596d51334d5330344f4459774c54526a4e7a6b744f4463784d6930344e474a6b4d5749324f5445344d7a63755a47396a65413d3d&fich=8e26bd71-8860-4c79-8712-84bd1b691837.docx&Inline=true|2023-03-17|2023-04-08|52-52/111/I série/XV/1|ANDRÉ VENTURA, BRUNO NUNES, DIOGO PACHECO DE AMORIM, FILIPE MELO, GABRIEL MITHÁ RIBEIRO, JORGE GALVEIAS, PEDRO DOS SANTOS FRAZÃO, PEDRO PESSANHA, PEDRO PINTO, RITA MATIAS, RUI AFONSO, RUI PAULO SOUSA|12
553/R/XV/1|PSD|Instituição do Dia Nacional da Pessoa com Deficiência Intelectual|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595339695a546335595455774d5330794f54686d4c5451354e444d7459546c6d4d53316b4d7a4a68595749774d4459784f446b755a47396a65413d3d&fich=be79a501-298f-4943-a9f1-d32aab006189.docx&Inline=true|2023-03-16|2023-03-16|37-38/186/II-A/XV/1|CLARA MARQUES MENDES, NUNO CARVALHO, HELGA CORREIA, CARLA MADUREIRA, ISABEL MEIRELES, EMÍLIA CERQUEIRA, HUGO MARAVILHA, JOANA BARATA LOPES, PEDRO ROQUE, GABRIELA FONSECA, LINA LOPES, OLGA SILVESTRE, SÓNIA RAMOS|13
552/R/XV/1|PSD|Recomenda ao Governo que adote um conjunto de medidas urgentes relativas aos funcionários de justiça|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396a4e4759354f546c6c5a6930324d4441344c545177597a4974596a426b595330314f44566b4e7a566b5a5463345a4755755a47396a65413d3d&fich=c4f999ef-6008-40c2-b0da-585d75de78de.docx&Inline=true|2023-03-15|2023-03-15|43-45/185/II-A/XV/1|PAULA CARDOSO, ANDREIA NETO, MÓNICA QUINTELA, OFÉLIA RAMOS|4
551/R/XV/1|L|Recomenda ao Governo que crie um grupo de trabalho e adote um plano nacional para combate a discursos de ódio online|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595339684f4441344e574d7a4f5330305a444e6d4c5451334d324d74596d45304d4330304d6a51784d7a4e694f57566c4d7a59755a47396a65413d3d&fich=a8085c39-4d3f-473c-ba40-424133b9ee36.docx&Inline=true|2023-03-15|2023-03-15 2023-04-21|42-43/185/II-A/XV/1 14-16/210/II-A/XV/1|RUI TAVARES|1
550/R/XV/1|L|Recomenda ao Governo a adoção de medidas direcionadas a crianças e jovens vítimas de violência doméstica|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c3259533969596a52694d7a45774d693079596a51324c5451784d7a4574596d59304d5330794f4441314e47466c4e4451774d6a51755a47396a65413d3d&fich=bb4b3102-2b46-4131-bf41-28054ae44024.docx&Inline=true|2023-03-15|2023-03-15|40-41/185/II-A/XV/1|RUI TAVARES|1
549/R/XV/1|PAN|Recomenda ao Governo a eliminação das taxas e emolumentos nas instituições públicas de ensino superior para admissão a provas académicas de doutoramento|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396b4f5452684e44646b4d69316b4e5463304c5451794f544d74596d49795a693033595455774d7a41304e3251774e7a63755a47396a65413d3d&fich=d94a47d2-d574-4293-bb2f-7a503047d077.docx&Inline=true|2023-03-14|2023-03-14|39-40/184/II-A/XV/1|INÊS DE SOUSA REAL|1
548/R/XV/1|IL|Pela liberalização do serviço público de transporte fluvial na travessia do Tejo e cumprimento das obrigações do Estado|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338794f574e684e6d45775a69316b4d4745774c54526c4d6a6b744f54566d4d69316b593245324e6a526c4d4752684e446b755a47396a65413d3d&fich=29ca6a0f-d0a0-4e29-95f2-dca664e0da49.docx&Inline=true|2023-03-14|2023-03-14 2023-03-15 2023-03-31|37-39/184/II-A/XV/1 38-40/185/II-A/XV/1 46-49/196/II-A/XV/1|BERNARDO BLANCO, CARLOS GUIMARÃES PINTO, CARLA CASTRO, JOANA CORDEIRO, JOÃO COTRIM FIGUEIREDO, PATRÍCIA GILVAZ, RODRIGO SARAIVA, RUI ROCHA|8
547/R/XV/1|IL|Recomenda ao Governo que corrija as falhas do Plano Ferroviário Nacional e reveja os respetivos planos plurianuais de investimento|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338334e7a4d315a5751324d79316c4f5745784c54526c5a6d5574596d46684e5330324d44566a4e57526b4e324e6d5a6d51755a47396a65413d3d&fich=7735ed63-e9a1-4efe-baa5-605c5dd7cffd.docx&Inline=true|2023-03-14|2023-03-14|36-37/184/II-A/XV/1|BERNARDO BLANCO, CARLOS GUIMARÃES PINTO, CARLA CASTRO, JOANA CORDEIRO, JOÃO COTRIM FIGUEIREDO, PATRÍCIA GILVAZ, RODRIGO SARAIVA, RUI ROCHA|8
546/R/XV/1|CH|Recomenda ao Governo criação de um modelo de importação emergencial de medicamentos|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595339684d32566d4d6d52694f433168595459334c54526a4e6d5974596a63794d5330774e6a46684f5463775a47466d4e7a55755a47396a65413d3d&fich=a3ef2db8-aa67-4c6f-b721-061a970daf75.docx&Inline=true|2023-03-13|2023-03-13|25-26/183/II-A/XV/1|ANDRÉ VENTURA, BRUNO NUNES, DIOGO PACHECO DE AMORIM, FILIPE MELO, GABRIEL MITHÁ RIBEIRO, JORGE GALVEIAS, PEDRO DOS SANTOS FRAZÃO, PEDRO PESSANHA, PEDRO PINTO, RITA MATIAS, RUI AFONSO, RUI PAULO SOUSA|12
545/R/XV/1|CH|Recomenda a imediata disponibilização e Autorização de Introdução do Mercado, do medicamento Pembrolizumab (KEYTRUDA®), para o cancro da mama triplo-negativo|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396b4e574d7a4f57526c4e433079596a46684c5451325a5451744f5452685a43316b4d6d466c4f544a694e6a4e6c593251755a47396a&fich=d5c39de4-2b1a-46e4-94ad-d2ae92b63ecd.doc&Inline=true|2023-03-13|2023-03-13|23-24/183/II-A/XV/1|ANDRÉ VENTURA, BRUNO NUNES, DIOGO PACHECO DE AMORIM, FILIPE MELO, GABRIEL MITHÁ RIBEIRO, JORGE GALVEIAS, PEDRO DOS SANTOS FRAZÃO, PEDRO PESSANHA, PEDRO PINTO, RITA MATIAS, RUI AFONSO, RUI PAULO SOUSA|12
544/R/XV/1|PAN|Recomenda a revisão da Concordata celebrada entre a Santa Sé e a República Portuguesa e a criação de uma Comissão de Reparação para indemnização das vítimas de crimes sexuais|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396d4d6a41794d6d59784d7930335a6a67784c5451305a6a49744f44466b4f5330315a47466d4d574d334d444177593245755a47396a&fich=f2022f13-7f81-44f2-81d9-5daf1c7000ca.doc&Inline=true|2023-03-09|2023-03-09|70-73/181/II-A/XV/1|INÊS DE SOUSA REAL|1
543/R/XV/1|PSD|Aceleração da execução dos fundos PRR para a habitação, promoção de soluções inovadoras de habitação e alojamento, e avaliação das alterações ao regime do arrendamento urbano|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396a4d475a684f4749324d7930325a6d56694c54526b4f5467744f446b314f5330314d54466b596a557a5954426c5a444d755a47396a&fich=c0fa8b63-6feb-4d98-8959-511db53a0ed3.doc&Inline=true|2023-03-09|2023-03-09|68-70/181/II-A/XV/1|JOAQUIM MIRANDA SARMENTO|1
542/R/XV/1|PCP|Travar a especulação, garantir e proteger o direito à habitação|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c3259533833596a4e6a4d7a49314e6930784e4456684c5451304e6a4d744f444534597930354d5745785a444d334d6a4e6c5a5745755a47396a&fich=7b3c3256-145a-4463-818c-91a1d3723eea.doc&Inline=true|2023-03-08|2023-03-08|82-85/180/II-A/XV/1|BRUNO DIAS, PAULA SANTOS, ALMA RIVERA, DUARTE ALVES, JOÃO DIAS, MANUEL LOFF|6
541/R/XV/1|BE|Recomenda ao Governo a criação de um código de classificação das atividades económicas (CAE), que distinga o sal marinho tradicional do sal industrial|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595339695a6d557a4f575a6b4d6930774d546c694c5451774d6a4d7459544a6b5953316b4e574e684d5456694d57453459324d755a47396a65413d3d&fich=bfe39fd2-019b-4023-a2da-d5ca15b1a8cc.docx&Inline=true|2023-03-08|2023-03-08|81-82/180/II-A/XV/1|PEDRO FILIPE SOARES, MARIANA MORTÁGUA, CATARINA MARTINS, ISABEL PIRES, JOANA MORTÁGUA|5
540/R/XV/1|PCP|Recomenda ao Governo que conclua a Revisão do Estatuto dos Funcionários de Justiça e proceda à contratação urgente de funcionários judiciais|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c3259533834596d56684e6a55314e7930305a5468694c5452684d5751744f4468694e7930794d6d566b5a6a677759546b304d444d755a47396a65413d3d&fich=8bea6557-4e8b-4a1d-88b7-22edf80a9403.docx&Inline=true|2023-03-08|2023-03-08|80-81/180/II-A/XV/1|ALMA RIVERA, BRUNO DIAS, PAULA SANTOS, DUARTE ALVES, JOÃO DIAS, MANUEL LOFF|6
539/R/XV/1|PSD|Recomenda ao Governo o reforço de medidas no âmbito da prevenção e combate à violência doméstica contra pessoas idosas|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396b595451315a574d32597930315a6d466c4c54526b4e5449745957526a4e793078596d45345a5751355a6d4e694d6a4d755a47396a65413d3d&fich=da45ec6c-5fae-4d52-adc7-1ba8ed9fcb23.docx&Inline=true|2023-03-07|2023-03-07|38-40/179/II-A/XV/1|JOAQUIM MIRANDA SARMENTO, PAULA CARDOSO, ANDREIA NETO, CATARINA ROCHA FERREIRA, EMÍLIA CERQUEIRA, MÓNICA QUINTELA, OFÉLIA RAMOS|7
538/R/XV/1|PSD|Recomenda ao Governo a aprovação dos Planos de Ação que integram a Estratégia Nacional para a Igualdade e a Não Discriminação 2018-2030 e do Plano de Ação para a Prevenção e o Combate ao Tráfico de Seres Humanos|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338355954686a5a6a63314e79316c597a67784c54526d4e6d4574595455784e79316a5a6d4979596a497a59324d784d4759755a47396a65413d3d&fich=9a8cf757-ec81-4f6a-a517-cfb2b23cc10f.docx&Inline=true|2023-03-07|2023-03-07|37-38/179/II-A/XV/1|JOAQUIM MIRANDA SARMENTO, PAULA CARDOSO, ANDREIA NETO, CATARINA ROCHA FERREIRA, EMÍLIA CERQUEIRA, MÓNICA QUINTELA, OFÉLIA RAMOS|7
537/R/XV/1|PSD|Recomenda ao Governo a concretização de medidas no âmbito da prevenção e combate à violência no namoro|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314d6d52684d3255304d69316c596a5a6d4c54526c5a544174596a5a684e69316a4d546732597a4e6a4f575130595745755a47396a65413d3d&fich=52da3e42-eb6f-4ee0-b6a6-c186c3c9d4aa.docx&Inline=true|2023-03-07|2023-03-07|35-37/179/II-A/XV/1|JOAQUIM MIRANDA SARMENTO, PAULA CARDOSO, ANDREIA NETO, CATARINA ROCHA FERREIRA, EMÍLIA CERQUEIRA, MÓNICA QUINTELA, OFÉLIA RAMOS|7
536/R/XV/1|PSD|Recomenda ao Governo o reforço efetivo da formação especializada e da capacitação de profissionais que intervêm na prevenção e combate à violência contra as mulheres e violência doméstica|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338325a4467314e7a49344e43316a4d4441354c5451355a6a49745954686b4f433033597a5a6c5a5751325a6d5a6d596a6b755a47396a65413d3d&fich=6d857284-c009-49f2-a8d8-7c6eed6fffb9.docx&Inline=true|2023-03-07|2023-03-07|34-35/179/II-A/XV/1|JOAQUIM MIRANDA SARMENTO, PAULA CARDOSO, ANDREIA NETO, CATARINA ROCHA FERREIRA, EMÍLIA CERQUEIRA, MÓNICA QUINTELA, OFÉLIA RAMOS|7
535/R/XV/1|PSD|Recomenda ao Governo a concretização de medidas no âmbito da prevenção e combate à violência doméstica e de género|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595339685a5441794d6a4e6b59533078596a646d4c54526d5a6a4d745954686a5a5330344e7a6c694d6a4a6b5a6d52684f446b755a47396a65413d3d&fich=ae0223da-1b7f-4ff3-a8ce-879b22dfda89.docx&Inline=true|2023-03-07|2023-03-07|32-34/179/II-A/XV/1|JOAQUIM MIRANDA SARMENTO, PAULA CARDOSO, ANDREIA NETO, CATARINA ROCHA FERREIRA, EMÍLIA CERQUEIRA, MÓNICA QUINTELA, OFÉLIA RAMOS|7
534/R/XV/1|PSD|Recomenda ao Governo o alargamento dos programas de reabilitação para agressores de violência doméstica|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338784e7a49774e5759305969307a4f446b354c54526b5a6a63744f5464684d4330354e544e6d596d4e684f5441345a4755755a47396a65413d3d&fich=17205f4b-3899-4df7-97a0-953fbca908de.docx&Inline=true|2023-03-07|2023-03-07|30-32/179/II-A/XV/1|JOAQUIM MIRANDA SARMENTO, PAULA CARDOSO, ANDREIA NETO, CATARINA ROCHA FERREIRA, EMÍLIA CERQUEIRA, MÓNICA QUINTELA, OFÉLIA RAMOS|7
533/R/XV/1|IL|Modelo de Gestão dos Hospitais do Serviço Nacional de Saúde|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314d6a417a59544d774d69307a59546b334c5451774d6a5574595749785a43307a59574535597a4e6d4d6d466a59544d755a47396a65413d3d&fich=5203a302-3a97-4025-ab1d-3aa9c3f2aca3.docx&Inline=true|2023-03-07|2023-03-07|26-30/179/II-A/XV/1|JOANA CORDEIRO, CARLA CASTRO, BERNARDO BLANCO, CARLOS GUIMARÃES PINTO, JOÃO COTRIM FIGUEIREDO, PATRÍCIA GILVAZ, RODRIGO SARAIVA, RUI ROCHA|8
532/R/XV/1|IL|Regresso ao Modelo de Gestão em PPP nos Hospitais de Braga, Loures e Vila Franca de Xira|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396c5954566b4d7a4d7a5a43316d5a4468684c54526b4e444d744f5463305a43307a4d7a526d4d6a49324e54646d5a574d755a47396a65413d3d&fich=ea5d333d-fd8a-4d43-974d-334f22657fec.docx&Inline=true|2023-03-07|2023-03-07|21-26/179/II-A/XV/1|JOANA CORDEIRO, CARLA CASTRO, BERNARDO BLANCO, CARLOS GUIMARÃES PINTO, JOÃO COTRIM FIGUEIREDO, PATRÍCIA GILVAZ, RODRIGO SARAIVA, RUI ROCHA|8
